id,image_id,caption,filename0,filename1
801471,399091,a bench surrounded by different types of plant life ,coco2017/train2017/000000399091.jpg,coco_latent_t2i/train2017/ann000000801471.png
13512,378403,A dog sleeping on a bed that is on the ground.,coco2017/train2017/000000378403.jpg,coco_latent_t2i/train2017/ann000000013512.png
155676,335864,The side of a building with a pick-up truck parked on the street and a trash container on the side of the curb.,coco2017/train2017/000000335864.jpg,coco_latent_t2i/train2017/ann000000155676.png
288622,476664,a small bed with a single cat laying on top,coco2017/train2017/000000476664.jpg,coco_latent_t2i/train2017/ann000000288622.png
29707,97790,A small airplane flying next to a jet.,coco2017/train2017/000000097790.jpg,coco_latent_t2i/train2017/ann000000029707.png
252211,104421,a dog playing with a frisbee on mowed grass,coco2017/train2017/000000104421.jpg,coco_latent_t2i/train2017/ann000000252211.png
264868,328452,A well lit bathroom with sink and walls and door.,coco2017/train2017/000000328452.jpg,coco_latent_t2i/train2017/ann000000264868.png
676473,518974,A black and white cat sitting in a baseball glove.,coco2017/train2017/000000518974.jpg,coco_latent_t2i/train2017/ann000000676473.png
322353,50324,A group of animated characters standing on the front lawn of a home.,coco2017/train2017/000000050324.jpg,coco_latent_t2i/train2017/ann000000322353.png
653131,141882,People wait outside an airport to check their luggage,coco2017/train2017/000000141882.jpg,coco_latent_t2i/train2017/ann000000653131.png
186343,52233,Two people with red umbrellas talk outside a domed building.,coco2017/train2017/000000052233.jpg,coco_latent_t2i/train2017/ann000000186343.png
719002,108698,A cat is sitting in the window on a rail.,coco2017/train2017/000000108698.jpg,coco_latent_t2i/train2017/ann000000719002.png
488243,398637,A couple in formal wear posing outside a brick building at night,coco2017/train2017/000000398637.jpg,coco_latent_t2i/train2017/ann000000488243.png
318751,437221,A stylized photo of a male performing a trick on a skateboard.,coco2017/train2017/000000437221.jpg,coco_latent_t2i/train2017/ann000000318751.png
587037,58851,A bench near a grassy area near a parked car. ,coco2017/train2017/000000058851.jpg,coco_latent_t2i/train2017/ann000000587037.png
249381,107541,A person kneeling down with a set of ski's in their hands.,coco2017/train2017/000000107541.jpg,coco_latent_t2i/train2017/ann000000249381.png
492467,106487,A person standing next to a  wooden bench near street lights.,coco2017/train2017/000000106487.jpg,coco_latent_t2i/train2017/ann000000492467.png
149692,20147,Two zebra stand next to a herd of antelope.,coco2017/train2017/000000020147.jpg,coco_latent_t2i/train2017/ann000000149692.png
707987,23741,this is a picture of a motorcycle leaning into a corner,coco2017/train2017/000000023741.jpg,coco_latent_t2i/train2017/ann000000707987.png
423052,88556,a plane parked on the runway with someone standing in front of it ,coco2017/train2017/000000088556.jpg,coco_latent_t2i/train2017/ann000000423052.png
193964,541631,An empty street intersection during the night time.,coco2017/train2017/000000541631.jpg,coco_latent_t2i/train2017/ann000000193964.png
443228,51741,"This bathroom consists of a sink, a toilet, bathtub, and large tiles on the floor.",coco2017/train2017/000000051741.jpg,coco_latent_t2i/train2017/ann000000443228.png
332504,446053,A couple of people that are in the snow.,coco2017/train2017/000000446053.jpg,coco_latent_t2i/train2017/ann000000332504.png
816488,402313,A stop sign in front of a gas station.,coco2017/train2017/000000402313.jpg,coco_latent_t2i/train2017/ann000000816488.png
491932,555684,A dog is lying on the surfboard as it surfs on a wave.,coco2017/train2017/000000555684.jpg,coco_latent_t2i/train2017/ann000000491932.png
195977,516174,People are getting off of a large bus onto a commercial airplane.,coco2017/train2017/000000516174.jpg,coco_latent_t2i/train2017/ann000000195977.png
182993,122871,a polo player on a horse following the ball on the ground ,coco2017/train2017/000000122871.jpg,coco_latent_t2i/train2017/ann000000182993.png
278310,303704,HUGE RED TOY TRAIN FOR PEOPLE THAT'S DUSTED WITH SNOW,coco2017/train2017/000000303704.jpg,coco_latent_t2i/train2017/ann000000278310.png
286649,441415,A table and some chairs in a room.,coco2017/train2017/000000441415.jpg,coco_latent_t2i/train2017/ann000000286649.png
188262,83142,Zebras crossing a bitumen road in the savannah,coco2017/train2017/000000083142.jpg,coco_latent_t2i/train2017/ann000000188262.png
749228,250066,A toilet is sitting amongst things have been abandoned.,coco2017/train2017/000000250066.jpg,coco_latent_t2i/train2017/ann000000749228.png
688917,266502,A small engine plane sitting on a runway.,coco2017/train2017/000000266502.jpg,coco_latent_t2i/train2017/ann000000688917.png
244089,222828,Three people smiling in front of an airport kiosk.,coco2017/train2017/000000222828.jpg,coco_latent_t2i/train2017/ann000000244089.png
494829,62220,two animals grazing in an open field next to some trees,coco2017/train2017/000000062220.jpg,coco_latent_t2i/train2017/ann000000494829.png
325760,262800,Jet flying in the sky among the clouds.,coco2017/train2017/000000262800.jpg,coco_latent_t2i/train2017/ann000000325760.png
764235,464248,Three birds perched on a gutter on a building.,coco2017/train2017/000000464248.jpg,coco_latent_t2i/train2017/ann000000764235.png
84341,498716,Two kitties bask in the warm sunlight filtering through the blinds.,coco2017/train2017/000000498716.jpg,coco_latent_t2i/train2017/ann000000084341.png
127513,489248,An older man sitting on a park bench looking at a sheep,coco2017/train2017/000000489248.jpg,coco_latent_t2i/train2017/ann000000127513.png
408044,563009,A large crowd watches a dog herd sheep.,coco2017/train2017/000000563009.jpg,coco_latent_t2i/train2017/ann000000408044.png
536688,499537,A yellow sign that is sitting on a sidewalk.,coco2017/train2017/000000499537.jpg,coco_latent_t2i/train2017/ann000000536688.png
589553,420546,their are two men in suits getting ready ,coco2017/train2017/000000420546.jpg,coco_latent_t2i/train2017/ann000000589553.png
292817,415648,A man in pinstriped uniformed during a baseball game.,coco2017/train2017/000000415648.jpg,coco_latent_t2i/train2017/ann000000292817.png
277463,314430,A street level view of a fire hydrant.,coco2017/train2017/000000314430.jpg,coco_latent_t2i/train2017/ann000000277463.png
49017,574145,A very nice bathroom with an enclosed shower.,coco2017/train2017/000000574145.jpg,coco_latent_t2i/train2017/ann000000049017.png
125744,445179,"Bench with iron sides and wood, under tree in walled area.",coco2017/train2017/000000445179.jpg,coco_latent_t2i/train2017/ann000000125744.png
103663,526126,A young skateboarder attempts to complete a trick.,coco2017/train2017/000000526126.jpg,coco_latent_t2i/train2017/ann000000103663.png
227099,457097,A horse is grazing on a small shrub.,coco2017/train2017/000000457097.jpg,coco_latent_t2i/train2017/ann000000227099.png
796973,385669,a lady that has a umbrella in her hand,coco2017/train2017/000000385669.jpg,coco_latent_t2i/train2017/ann000000796973.png
446040,273556,An image looking down in to a toilet.,coco2017/train2017/000000273556.jpg,coco_latent_t2i/train2017/ann000000446040.png
425420,219916,A bathroom with green grass like mats and curtains.,coco2017/train2017/000000219916.jpg,coco_latent_t2i/train2017/ann000000425420.png
321775,259216,A woman standing in a market filled with market next to ripe bananas.,coco2017/train2017/000000259216.jpg,coco_latent_t2i/train2017/ann000000321775.png
642385,402559,A large giraffe is standing outdoors near some trees. ,coco2017/train2017/000000402559.jpg,coco_latent_t2i/train2017/ann000000642385.png
725666,423508,A corner has a fire hydrant statue in front of the building.,coco2017/train2017/000000423508.jpg,coco_latent_t2i/train2017/ann000000725666.png
174955,567683,A group of multi-colord motorcycles parked on the street,coco2017/train2017/000000567683.jpg,coco_latent_t2i/train2017/ann000000174955.png
693183,349199,Some people are enjoying time on a beach.  ,coco2017/train2017/000000349199.jpg,coco_latent_t2i/train2017/ann000000693183.png
630104,359442,a train car with some graffit all over the side of it ,coco2017/train2017/000000359442.jpg,coco_latent_t2i/train2017/ann000000630104.png
729634,16466,A pair of green trucks are parked beside each other.,coco2017/train2017/000000016466.jpg,coco_latent_t2i/train2017/ann000000729634.png
504632,438220,a train on a track near people ,coco2017/train2017/000000438220.jpg,coco_latent_t2i/train2017/ann000000504632.png
360002,47255,Two giraffes necking each other at the zoo,coco2017/train2017/000000047255.jpg,coco_latent_t2i/train2017/ann000000360002.png
406445,158421,a number of people riding snow boards on a snowy slope,coco2017/train2017/000000158421.jpg,coco_latent_t2i/train2017/ann000000406445.png
825381,460294,Women walking down the street holding umbrellas in their hands ,coco2017/train2017/000000460294.jpg,coco_latent_t2i/train2017/ann000000825381.png
661981,93297,A kitty is sleeping in a wall bed.,coco2017/train2017/000000093297.jpg,coco_latent_t2i/train2017/ann000000661981.png
306431,304379,a close up of a person wearing a suit and tie,coco2017/train2017/000000304379.jpg,coco_latent_t2i/train2017/ann000000306431.png
31309,414397,A bull tethered by the ring in his nose as part of an indoor animal display.,coco2017/train2017/000000414397.jpg,coco_latent_t2i/train2017/ann000000031309.png
78930,2453,A bench looking out onto a flooded river. ,coco2017/train2017/000000002453.jpg,coco_latent_t2i/train2017/ann000000078930.png
264726,44494,A blue double decker bus parked on the side of a road.,coco2017/train2017/000000044494.jpg,coco_latent_t2i/train2017/ann000000264726.png
521143,417957,A bench surrounded by the trees and grass.,coco2017/train2017/000000417957.jpg,coco_latent_t2i/train2017/ann000000521143.png
317201,472569,A large red and blue train on the train tracks.,coco2017/train2017/000000472569.jpg,coco_latent_t2i/train2017/ann000000317201.png
655190,264683,An airplane museum has many different models to view.,coco2017/train2017/000000264683.jpg,coco_latent_t2i/train2017/ann000000655190.png
543541,101223,A view of the end of an airplane in the sky over mountains.,coco2017/train2017/000000101223.jpg,coco_latent_t2i/train2017/ann000000543541.png
2741,38031,A car being towed away by a man in a red hat,coco2017/train2017/000000038031.jpg,coco_latent_t2i/train2017/ann000000002741.png
373436,449302,A man with an umbrella sitting near the water.,coco2017/train2017/000000449302.jpg,coco_latent_t2i/train2017/ann000000373436.png
433221,411188,a gray bird about to perch on a branch,coco2017/train2017/000000411188.jpg,coco_latent_t2i/train2017/ann000000433221.png
384759,198079,Some people are sitting on a wooden bench.,coco2017/train2017/000000198079.jpg,coco_latent_t2i/train2017/ann000000384759.png
625665,201637,A young Asian girl has an umbrella to protect her from the rain.,coco2017/train2017/000000201637.jpg,coco_latent_t2i/train2017/ann000000625665.png
197737,216761,"A man in plaid shorts skateboards in a rink by palm trees,",coco2017/train2017/000000216761.jpg,coco_latent_t2i/train2017/ann000000197737.png
83867,434891,an image of graphic art on a garage door,coco2017/train2017/000000434891.jpg,coco_latent_t2i/train2017/ann000000083867.png
91846,335241,A two tone green bus is on the road.,coco2017/train2017/000000335241.jpg,coco_latent_t2i/train2017/ann000000091846.png
495737,406097,A field full of lots of yellow flowers with a train passing it by.,coco2017/train2017/000000406097.jpg,coco_latent_t2i/train2017/ann000000495737.png
283648,517082,A couple small girls standing underneath a umbrella.,coco2017/train2017/000000517082.jpg,coco_latent_t2i/train2017/ann000000283648.png
762733,116696,a large white cake is sitting on a table,coco2017/train2017/000000116696.jpg,coco_latent_t2i/train2017/ann000000762733.png
154832,509423,Street sign post for the intersection of Doyers Street and Chatham Square.,coco2017/train2017/000000509423.jpg,coco_latent_t2i/train2017/ann000000154832.png
529203,511111,A juicer is used to make fresh orange juice. ,coco2017/train2017/000000511111.jpg,coco_latent_t2i/train2017/ann000000529203.png
292096,311961,A small dog biting a small dog bed. ,coco2017/train2017/000000311961.jpg,coco_latent_t2i/train2017/ann000000292096.png
157004,389174,a couple sitting by the lake in the fall,coco2017/train2017/000000389174.jpg,coco_latent_t2i/train2017/ann000000157004.png
555688,264375,A black woman wearing a white apron standing in front of a red light.,coco2017/train2017/000000264375.jpg,coco_latent_t2i/train2017/ann000000555688.png
242109,423740,An old man poses with a boy who has a catcher's mitt.,coco2017/train2017/000000423740.jpg,coco_latent_t2i/train2017/ann000000242109.png
828332,463084,Two blue and white buses stopped at a bus stop.,coco2017/train2017/000000463084.jpg,coco_latent_t2i/train2017/ann000000828332.png
350425,116279,The jet airplane flies across the blue sky. ,coco2017/train2017/000000116279.jpg,coco_latent_t2i/train2017/ann000000350425.png
356122,539302,Two giraffes tower over the deer in the jungle like setting.,coco2017/train2017/000000539302.jpg,coco_latent_t2i/train2017/ann000000356122.png
64183,529590,A man taking a picture of himself and a cat.,coco2017/train2017/000000529590.jpg,coco_latent_t2i/train2017/ann000000064183.png
282771,93853,a woman carrying a handbag and tennis racket walking her dog,coco2017/train2017/000000093853.jpg,coco_latent_t2i/train2017/ann000000282771.png
429247,481214,A boy dressed in a Harry Potter type outfit in a room.,coco2017/train2017/000000481214.jpg,coco_latent_t2i/train2017/ann000000429247.png
761629,214871,"A young child wearing a sweatsuit with a printed skeleton, green swimming goggles and a chef's hat.",coco2017/train2017/000000214871.jpg,coco_latent_t2i/train2017/ann000000761629.png
767099,385473,An up close photo of a motorcycle tire. ,coco2017/train2017/000000385473.jpg,coco_latent_t2i/train2017/ann000000767099.png
401209,527193,Two big elephants next to a baby elephant.,coco2017/train2017/000000527193.jpg,coco_latent_t2i/train2017/ann000000401209.png
814858,577522,A gray and white bird standing on the keyboard of a laptop.,coco2017/train2017/000000577522.jpg,coco_latent_t2i/train2017/ann000000814858.png
391727,455480,A boat is parked by the deck with an umbrella.,coco2017/train2017/000000455480.jpg,coco_latent_t2i/train2017/ann000000391727.png
589190,260595,a large pole that has a street sign on it,coco2017/train2017/000000260595.jpg,coco_latent_t2i/train2017/ann000000589190.png
18321,402077,Two young boys eating raw carrots in a room.,coco2017/train2017/000000402077.jpg,coco_latent_t2i/train2017/ann000000018321.png
223096,193704,A white building with a green motel sign attached to a cactus shaped sign post.,coco2017/train2017/000000193704.jpg,coco_latent_t2i/train2017/ann000000223096.png
647427,536294,a street light and a white pole against a blue background,coco2017/train2017/000000536294.jpg,coco_latent_t2i/train2017/ann000000647427.png
131606,493774,"STREET CORNER WITH ROAD SIGN, SIDEWALK, FENCES, AND TREES",coco2017/train2017/000000493774.jpg,coco_latent_t2i/train2017/ann000000131606.png
68929,374060,And older airplane with a pilot inside of it.,coco2017/train2017/000000374060.jpg,coco_latent_t2i/train2017/ann000000068929.png
384438,490991,a giraffe standing with trees in the background,coco2017/train2017/000000490991.jpg,coco_latent_t2i/train2017/ann000000384438.png
706808,396727,A very big bright orange colored bus on the street.,coco2017/train2017/000000396727.jpg,coco_latent_t2i/train2017/ann000000706808.png
266489,343004,A banana sitting on top of a pillow next to a hand.,coco2017/train2017/000000343004.jpg,coco_latent_t2i/train2017/ann000000266489.png
105295,152252,A bent black and white photo shows a group of children,coco2017/train2017/000000152252.jpg,coco_latent_t2i/train2017/ann000000105295.png
828864,328181,People stands on a dock while a yellow boat goes by.,coco2017/train2017/000000328181.jpg,coco_latent_t2i/train2017/ann000000828864.png
209306,243861,A skier climbs a snowy mountain lined with pine trees. ,coco2017/train2017/000000243861.jpg,coco_latent_t2i/train2017/ann000000209306.png
254924,83574,The care bear figure is on the bookshelf next to the books. ,coco2017/train2017/000000083574.jpg,coco_latent_t2i/train2017/ann000000254924.png
397827,93201,A white dog wearing a black hat with it's tongue hanging out.,coco2017/train2017/000000093201.jpg,coco_latent_t2i/train2017/ann000000397827.png
280096,508731,A group of elephants gathered near some poles.,coco2017/train2017/000000508731.jpg,coco_latent_t2i/train2017/ann000000280096.png
644145,187349,A dog is getting its picture taken from the driver's seat,coco2017/train2017/000000187349.jpg,coco_latent_t2i/train2017/ann000000644145.png
273173,540388,"A removable, adjustable sprayer in a shower is running",coco2017/train2017/000000540388.jpg,coco_latent_t2i/train2017/ann000000273173.png
40683,483656,Giraffe walking through a field next to a forest.,coco2017/train2017/000000483656.jpg,coco_latent_t2i/train2017/ann000000040683.png
694337,543034, a cat and dog resting side by side in a wicker basket,coco2017/train2017/000000543034.jpg,coco_latent_t2i/train2017/ann000000694337.png
569293,278512,A small white plane sitting on top of an airport runway.,coco2017/train2017/000000278512.jpg,coco_latent_t2i/train2017/ann000000569293.png
250447,433373,a table filled with plates with red chairs next to it ,coco2017/train2017/000000433373.jpg,coco_latent_t2i/train2017/ann000000250447.png
349261,280515,Two elephants are walking towards the water puddles.,coco2017/train2017/000000280515.jpg,coco_latent_t2i/train2017/ann000000349261.png
425951,78696,A bus drives down the middle of a street. ,coco2017/train2017/000000078696.jpg,coco_latent_t2i/train2017/ann000000425951.png
374929,332074,Groups of skiers near a ski trail in the snow.,coco2017/train2017/000000332074.jpg,coco_latent_t2i/train2017/ann000000374929.png
238248,461123,The airplane is taking off the runway at the airport. ,coco2017/train2017/000000461123.jpg,coco_latent_t2i/train2017/ann000000238248.png
302018,65124,A dirty McDonalds bathroom with a squat toilet.,coco2017/train2017/000000065124.jpg,coco_latent_t2i/train2017/ann000000302018.png
694907,297980,A cyclist pedals past a flock of birds perched on a grating.,coco2017/train2017/000000297980.jpg,coco_latent_t2i/train2017/ann000000694907.png
758026,188173,this is a giraffe and some zebras being watched,coco2017/train2017/000000188173.jpg,coco_latent_t2i/train2017/ann000000758026.png
170705,232453,A truck waiting in front of the warehouse.,coco2017/train2017/000000232453.jpg,coco_latent_t2i/train2017/ann000000170705.png
307862,288576,a man outside after he threw a frizbee,coco2017/train2017/000000288576.jpg,coco_latent_t2i/train2017/ann000000307862.png
85476,97899,A city bus makes its way down the street.,coco2017/train2017/000000097899.jpg,coco_latent_t2i/train2017/ann000000085476.png
324947,79415,"A bathroom with bathtub, sink, toilet and washing machine.",coco2017/train2017/000000079415.jpg,coco_latent_t2i/train2017/ann000000324947.png
7599,160025,A traffic light in front of a cloudy blue sky.,coco2017/train2017/000000160025.jpg,coco_latent_t2i/train2017/ann000000007599.png
665072,76916,A group of giraffes inside an enclosure with an antelope in the shade. ,coco2017/train2017/000000076916.jpg,coco_latent_t2i/train2017/ann000000665072.png
174702,58651,An old locomotive is on the railroad tracks.,coco2017/train2017/000000058651.jpg,coco_latent_t2i/train2017/ann000000174702.png
386426,227582,A person holds out a sandwich on a plate.,coco2017/train2017/000000227582.jpg,coco_latent_t2i/train2017/ann000000386426.png
214303,493206,A soup in a large bowl features broccoli and pieces of meat.,coco2017/train2017/000000493206.jpg,coco_latent_t2i/train2017/ann000000214303.png
217187,126272,Three is a cart with suitcases on it.,coco2017/train2017/000000126272.jpg,coco_latent_t2i/train2017/ann000000217187.png
496206,125707,A cook tending to a number of items on a stove top.,coco2017/train2017/000000125707.jpg,coco_latent_t2i/train2017/ann000000496206.png
40732,99389,A motorcycle parked outside a building with graffiti. ,coco2017/train2017/000000099389.jpg,coco_latent_t2i/train2017/ann000000040732.png
491621,220511,A man rides on a skateboard with overly large wheels on it's side.,coco2017/train2017/000000220511.jpg,coco_latent_t2i/train2017/ann000000491621.png
786066,491102,A giraffe leaned over a rail sipping some water.,coco2017/train2017/000000491102.jpg,coco_latent_t2i/train2017/ann000000786066.png
309493,449660,Two cats sitting on a rug looking out of a window.,coco2017/train2017/000000449660.jpg,coco_latent_t2i/train2017/ann000000309493.png
515407,361124,Black and white image of man with an umbrella on a city street.,coco2017/train2017/000000361124.jpg,coco_latent_t2i/train2017/ann000000515407.png
101562,484723,Lovingly restored antique double decker buses in London,coco2017/train2017/000000484723.jpg,coco_latent_t2i/train2017/ann000000101562.png
172606,471184,A giraffe is hunched and galloping across the grass.,coco2017/train2017/000000471184.jpg,coco_latent_t2i/train2017/ann000000172606.png
373545,192403,"A very modern hotel bedroom holds a large, white bed. ",coco2017/train2017/000000192403.jpg,coco_latent_t2i/train2017/ann000000373545.png
471834,122582,A boy in blue hat riding on a carousel.,coco2017/train2017/000000122582.jpg,coco_latent_t2i/train2017/ann000000471834.png
294015,12448,"A baby wearing gloves, lying next to a teddy bear",coco2017/train2017/000000012448.jpg,coco_latent_t2i/train2017/ann000000294015.png
816860,414481,a cat that is next to a stuffed animal,coco2017/train2017/000000414481.jpg,coco_latent_t2i/train2017/ann000000816860.png
314486,308504,"These vegetables consist of carrots, pumpkins, peppers, broccoli, eggplant, and greens.",coco2017/train2017/000000308504.jpg,coco_latent_t2i/train2017/ann000000314486.png
386117,332877,People on motorbikes line up in the street of a city.,coco2017/train2017/000000332877.jpg,coco_latent_t2i/train2017/ann000000386117.png
317277,508787,A little boy sitting in grass holding a baseball bat.,coco2017/train2017/000000508787.jpg,coco_latent_t2i/train2017/ann000000317277.png
467889,231362,a small bird on a branch in a tree,coco2017/train2017/000000231362.jpg,coco_latent_t2i/train2017/ann000000467889.png
127746,158952,a close up of a street sign with trees and a sky background,coco2017/train2017/000000158952.jpg,coco_latent_t2i/train2017/ann000000127746.png
362468,400189,A bus traveling down a city street on a cloudy day.,coco2017/train2017/000000400189.jpg,coco_latent_t2i/train2017/ann000000362468.png
38314,276886,A group of commuters standing next to a passenger train.,coco2017/train2017/000000276886.jpg,coco_latent_t2i/train2017/ann000000038314.png
662291,579415,A large crowd of people waiting to cross a street.,coco2017/train2017/000000579415.jpg,coco_latent_t2i/train2017/ann000000662291.png
227161,477477,A man and a woman riding skis down the slide of a snow covered slope.,coco2017/train2017/000000477477.jpg,coco_latent_t2i/train2017/ann000000227161.png
788063,126606,The police officers are standing on the side of the road.,coco2017/train2017/000000126606.jpg,coco_latent_t2i/train2017/ann000000788063.png
442544,226368,A chair that has a blue suitcase on it.,coco2017/train2017/000000226368.jpg,coco_latent_t2i/train2017/ann000000442544.png
194592,428885,A man is on top of a roof hitting something with a hammer.,coco2017/train2017/000000428885.jpg,coco_latent_t2i/train2017/ann000000194592.png
249105,26026,Circus elephant being led around circus ring with four children riding. ,coco2017/train2017/000000026026.jpg,coco_latent_t2i/train2017/ann000000249105.png
805223,35195,A bird that has its wings stretched out on a beach. ,coco2017/train2017/000000035195.jpg,coco_latent_t2i/train2017/ann000000805223.png
301869,139623,a train is stopped by a house across a large field,coco2017/train2017/000000139623.jpg,coco_latent_t2i/train2017/ann000000301869.png
741802,419265,a man works on a parked motor bike ,coco2017/train2017/000000419265.jpg,coco_latent_t2i/train2017/ann000000741802.png
816893,244124,"An elephant standing around in a pen, during the day.",coco2017/train2017/000000244124.jpg,coco_latent_t2i/train2017/ann000000816893.png
123335,570826,Several train tracks with an electric train on one of them.,coco2017/train2017/000000570826.jpg,coco_latent_t2i/train2017/ann000000123335.png
131604,347253,A jetliner parked on an airport tarmac next to a truck.,coco2017/train2017/000000347253.jpg,coco_latent_t2i/train2017/ann000000131604.png
405678,383527,A cruise ship heading toward a lighthouse on a cloudless day.,coco2017/train2017/000000383527.jpg,coco_latent_t2i/train2017/ann000000405678.png
150319,417217,A train rounding a corner in a jungle type area.,coco2017/train2017/000000417217.jpg,coco_latent_t2i/train2017/ann000000150319.png
332895,113045,A bowl with cheese and a wooden spoon,coco2017/train2017/000000113045.jpg,coco_latent_t2i/train2017/ann000000332895.png
406926,55432,Crowd of airliners parked at a terminal with service vehicles.,coco2017/train2017/000000055432.jpg,coco_latent_t2i/train2017/ann000000406926.png
220798,564629,A kitchen with wooden walls and cabinets and a metal sink.,coco2017/train2017/000000564629.jpg,coco_latent_t2i/train2017/ann000000220798.png
594219,317715,Two spoke tires with white walls are parked.,coco2017/train2017/000000317715.jpg,coco_latent_t2i/train2017/ann000000594219.png
744554,354132,There is a man standing next to a motor cycle.,coco2017/train2017/000000354132.jpg,coco_latent_t2i/train2017/ann000000744554.png
393890,405248,A wooden bench covered with pots and containers of plants.,coco2017/train2017/000000405248.jpg,coco_latent_t2i/train2017/ann000000393890.png
339109,313386,Airplanes on a runway with one taking off in the background,coco2017/train2017/000000313386.jpg,coco_latent_t2i/train2017/ann000000339109.png
682635,255244,A cat laying on the back of a chair in a room.,coco2017/train2017/000000255244.jpg,coco_latent_t2i/train2017/ann000000682635.png
752816,163065,A boat parked at a large loading dock.,coco2017/train2017/000000163065.jpg,coco_latent_t2i/train2017/ann000000752816.png
442714,224567,A brown dog is catching a blue Frisbee.,coco2017/train2017/000000224567.jpg,coco_latent_t2i/train2017/ann000000442714.png